ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,categories
0679404325,6.0,How They Met,Nancy Cobb,1992,Random House Inc,Young Adult Fiction
0679404775,8.0,Carpool,Mary Cahill,1991,Random House,Fiction
0679404856,8.0,Dave Barry Does Japan,Dave Barry,1992,Random House Inc,Humor
0679405887,8.0,Memoirs,DAVID ROCKEFELLER,2002,Random House,Fiction
0679408142,5.0,The World Is My Home,James A. Michener,1992,Random House,Biography & Autobiography
0679408363,7.666666666666667,Genius: The Life and Science of Richard Feynman,James Gleick,1992,Random House Inc,Biography & Autobiography
0679409424,6.5,Exposure,Kathryn Harrison,1993,Random House Inc,Biography & Autobiography
067940967X,9.0,Blake,Peter Ackroyd,1996,Alfred A. Knopf,Literary Collections
0679410538,7.0,Roger Fishbite: A Novel,Emily Prager,1999,Random House Inc,Fiction
0679410554,6.0,Tap Tap,David Martin,1995,Random House Inc,Juvenile Fiction
0679410562,7.0,Cul-De-Sac,David Lozell Martin,1997,Random House Inc,Fiction
0679411585,9.0,We were Soldiers Once...And Young: Ia Drang--The Battle That Changed The War In Vietnam,Harold G. Moore,1992,Random House,History
0679411623,6.0,The Tale of the Body Thief,Anne Rice,1992,Random House Trade,Fiction
067941195X,9.0,I Am the Clay,Chaim Potok,1992,Random House Inc,Fiction
0679412247,7.6,Last Orders,Graham Swift,1996,Random House Inc,Fiction
0679412476,6.25,Love Can Build a Bridge,Naomi Judd,1993,Random House Inc,Biography & Autobiography
0679413936,2.0,Born for Love: Reflections on Loving,Leo Buscaglia,1992,Slack,Psychology
0679414266,4.0,Stubborn Twig: Three Generations in the Life of a Japanese-American Family,Lauren Kessler,1993,Random House Inc,History
0679415440,9.0,My Mother Worked and I Turned Out Okay,Katherine Wyse Goldman,1993,Random House Inc,Family & Relationships
0679415610,9.0,The Children,David Halberstam,1998,Random House Inc,Fiction
0679415696,6.0,My Life,"Earvin \Magic\"" Johnson""",1992,Random House Inc,Juvenile Fiction
0679415823,9.0,The Evolution of Progress: The End of Economic Growth and the Beginning of Human Transformation,C. Owen Paepke,1993,Random House Inc,Business & Economics
0679415858,5.0,"Songbirds, Truffles, and Wolves: An American Naturalist in Italy",Gary Paul Nabhan,1993,Random House Inc,Nature
0679415874,7.0,Werewolves in Their Youth: Stories,Michael Chabon,1999,Random House Inc,Fiction
0679416447,6.5,Loose Woman,SANDRA CISNEROS,1994,Knopf,Poetry
0679416730,8.0,Sin,Josephine Hart,1992,Random House Inc,Religion
0679416889,5.0,Red Square,Martin Cruz Smith,1992,Random House Inc,Fiction
0679417826,1.0,The Last Hunt,Horst Stern,1993,Random House Inc,Fiction
0679419365,7.5,The Afterlife Diet,Daniel Pinkwater,1995,Random House Inc,Fiction
067941973X,6.5,The Vanishing,Tim Krabbe,1993,Random House Inc,Fiction
0679419810,7.0,Strip Tease,Carl Hiaasen,1993,Random House Inc,Social Science
0679419829,8.333333333333334,Stormy Weather,Carl Hiaasen,1995,Alfred A. Knopf,Juvenile Fiction
0679419853,9.333333333333334,A Simple Plan,Scott Smith,1993,Random House Inc,Fiction
0679419950,9.0,Mr. Summer's Story,Patrick Suskind,1993,Random House Inc,Fiction
0679420053,5.0,Bloodsong,Jill Neimark,1993,Random House Inc,Fiction
0679420851,7.666666666666667,"The Inner Side of the Wind, or the Novel of Hero and Leander",Milorad Pavic,1993,Random House Inc,Belgrade (Serbia)
0679420908,7.0,The Man Who Dreamt of Lobsters: Stories,Michael Collins,1993,Random House Inc,Fiction
0679421009,8.0,A Woman's Education,Jill K. Conway,2001,Alfred A. Knopf,Biography & Autobiography
067942167X,6.0,Home (Chic Simple),Julie V. Iovine,1993,Alfred A. Knopf,Architecture
0679421696,10.0,Clothes (Chic Simple),Christa Worthington,1993,Alfred A. Knopf,Design
0679422188,7.0,A Woman's Worth,Marianne Williamson,1993,Random House Inc,Self-Help
0679423184,7.0,Dolly,Anita Brookner,1994,Random House Inc,Juvenile Nonfiction
0679423346,4.0,California's over,Louis B. Jones,1997,Random House Inc,Education
0679423710,8.0,"The Birth of the Beat Generation: Visionaries, Rebels, and Hipsters, 1944-1960 (Circles of the Twentieth Century)",Steven Watson,1995,Random House Inc,Literary Criticism
0679424253,7.5,Killing for Company: The Story of a Man Addicted to Murder,Brian Masters,1993,Random House Inc,True Crime
0679424504,10.0,The Wild Party : The Lost Classic by Joseph Moncure March,ART SPIEGELMAN,1994,Pantheon,Fiction
0679425705,4.0,Reunions: Visionary Encounters With Departed Loved Ones,"Raymond, Md. Moody",1993,Random House Inc,"Body, Mind & Spirit"
0679426310,10.0,The Collected Poems of Langston Hughes,Langston Hughes,1994,Alfred A. Knopf,Poetry
0679426442,8.0,The Shifting Realities of Philip K. Dick : Selected Literary and Philosophical Writings,Philip K. Dick,1995,Pantheon Books,Fiction
0679427244,6.0,Remembering Babylon,David Malouf,1993,Random House Inc,Fiction
0679427279,8.0,The Evolution Man or How I Ate My Father,Roy Lewis,1993,Random House Inc,Prehistoric peoples
0679427422,6.4,A Tidewater Morning: Three Tales from Youth,William Styron,1993,Random House Inc,Fiction
0679427430,7.166666666666667,Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,1993,Random House,Biography & Autobiography
0679428895,8.0,Pompeii: A Novel,ROBERT HARRIS,2003,Random House,Fiction
0679429883,8.0,Eyes of a Child,Richard North Patterson,1994,Random House Inc,Religion
0679429948,6.0,The Death of Common Sense: How Law Is Suffocating America,Philip K. Howard,1995,Random House Inc,Law
0679430504,7.0,Nobody's Fool,Richard Russo,1994,Random House,Fiction
0679430628,9.0,Jurassic Park,Michael Crichton,1993,Random House Inc,Fiction
0679430830,7.0,Selected Poems,Rita Dove,1993,Pantheon Books,Country life
0679430857,6.0,"Bunny, Bunny: Gilda Radner : A Sort of Love Story",Alan Zweibel,1994,Random House Inc,Performing Arts
0679431136,8.0,Congo,Michael Crichton,1994,Random House Trade,Political Science
067943125X,7.666666666666667,I Took a Lickin' and Kept on Tickin' (And Now I Believe in Miracles),LEWIS GRIZZARD,1993,Villard,Heart
0679432043,10.0,Last Days in Cloud Cuckooland: Dispatches from White Africa,Graham Boynton,1997,Random House Inc,"Africa, Southern"
067943299X,8.75,Talk Before Sleep,Elizabeth Berg,1994,Random House Inc,Fiction
0679434488,10.0,The Secret Art of Dr. Seuss,Theodor Seuss Geisel,1995,Random House,Art
0679434968,7.5,A Son of the Circus,John Irving,1994,Random House Inc,Fiction
0679435328,7.611111111111111,The Angel of Darkness,Caleb Carr,1997,Random House Inc,Fiction
0679435751,9.0,Open Secrets: Stories,Alice Munro,1994,Alfred A. Knopf,Fiction
0679435824,8.428571428571429,Poetry for Cats: The Definitive Anthology of Distinguished Feline Verse,Henry Beard,1994,Villard Books,Humor
0679435832,8.5,The Afterlife and Other Stories,JOHN UPDIKE,1994,Knopf,"Domestic fiction, American"
0679436057,7.0,The Folding Star,Alan Hollinghurst,1994,Random House Inc,Fiction
067943612X,7.0,Recessional,James A. Michener,1994,Random House Inc,Fiction
0679436146,5.0,Good Benito,Alan Lightman,1995,Random House Inc,Fiction
0679436154,6.333333333333333,The Diagnosis,Alan P. Lightman,2000,Pantheon Books,Fiction
0679436332,9.0,Blake: Poems (Everyman's Library Pocket Poets),William Blake,1994,Everyman's Library,Poetry
0679436472,8.0,Speaking Freely: A Memoir,Nat Hentoff,1997,Random House Inc,Biography & Autobiography
0679436642,10.0,Spencerville,Nelson Demille,1994,Random House Trade,Fiction
0679436677,3.0,Preston Falls,David Gates,1998,Alfred A. Knopf,Fiction
0679436960,5.0,Executive Orders,Tom Clancy,1996,Random House Audio,Fiction
0679437312,7.0,The Anniversary,Rachel Canon,1996,Random House Inc,Fiction
0679438823,9.0,The Matisse Stories,A. S. Byatt,1995,Random House Inc,Fiction
0679439382,6.419354838709677,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,Fiction
0679440585,10.0,Crossing the Threshold of Hope,John Paul,1994,Knopf,Religion
067944078X,6.5,Terra Incognita: Travels in Antarctica,Sara Wheeler,1998,Random House Inc,Travel
0679441220,7.666666666666667,A Dog's Life,Peter Mayle,1995,Alfred A. Knopf,Art
0679441247,8.428571428571429,Encore Provence,Peter Mayle,1999,Alfred A. Knopf,Travel
0679441328,6.5,Children of the Dust,Clancy Carlile,1995,Random House Inc,Nuclear warfare
0679441557,7.142857142857143,Ladder of Years,Anne Tyler,1995,Random House Inc,Identity (Psychology)
0679441832,10.0,The Magic Mountain,THOMAS MANN,1995,Knopf,Fiction
0679442405,8.380952380952381,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,1999,Random House Inc,Biography & Autobiography
0679442545,8.5,Bad Land: An American Romance,Jonathan Raban,1996,Pantheon Books,History
0679442758,8.0,How Proust Can Change Your Life: Not a Novel,Alain De Botton,1997,Pantheon Books,Fiction
0679442790,7.2272727272727275,The Reader,Bernhard Schlink,1997,Random House,Fiction
0679443908,8.0,The Camera My Mother Gave Me,SUSANNA KAYSEN,2001,Knopf,Biography & Autobiography
0679445080,7.5,Cause of Death,Patricia Daniels Cornwell,1996,Random House Audio,California
0679445897,6.5,Mona in the Promised Land,Gish Jen,1996,Random House Inc,Fiction
0679445919,6.0,Remote,David Shields,1996,Alfred A. Knopf,Business & Economics
0679445943,9.0,The Age of Homespun: Objects and Stories in the Creation of an American Myth,Laurel Thatcher Ulrich,2001,Alfred A. Knopf,Social Science
0679446273,10.0,Selected Stories,Alice Munro,1996,Alfred A. Knopf,Fiction
0679446281,8.0,Jane Austen: A Life,Claire Tomalin,1997,Alfred A. Knopf,Biography & Autobiography
067944646X,7.0,The Quick and the Dead,Joy Williams,2000,Alfred A. Knopf,Fiction
0679446486,7.543478260869565,Airframe,Michael Crichton,1996,Alfred A. Knopf,Fiction
0679446893,10.0,Love Letters (Everyman's Library Pocket Poets),Peter Washington,1996,Everyman's Library,Poetry
0679447164,8.0,Work Clothes (Chic Simple) : Casual  Dress for Serious Work (Chic Simple Guides),KIM JOHNSON GROSS,1996,Knopf,Design
0679447172,7.5,The Gates of the Alamo,Stephen Harrigan,2000,Alfred A. Knopf,Fiction
0679447393,8.4,The Orchid Thief,SUSAN ORLEAN,1998,Random House,Biography & Autobiography
0679447830,7.75,City of God,E. L. Doctorow,2000,Random House Trade,Fiction
0679448896,8.666666666666666,Adventures of Huckleberry Finn,Mark Twain,1996,Random House Inc,Fiction
0679449329,8.0,Practical Intuition: How to Harness the Power of Your Instinct and Make It Work for You,Laura Day,1996,Random House Inc,Self-Help
0679449434,6.666666666666667,Joy School,ELIZABETH BERG,1997,Random House,Fiction
067944999X,7.583333333333333,The Kiss,Kathryn Harrison,1997,Random House Inc,Juvenile Fiction
0679450416,7.0,One Last Look,SUSANNA MOORE,2003,Knopf,Fiction
0679450424,7.285714285714286,No Safe Place,Richard North Patterson,1998,Random House Inc,Juvenile Fiction
0679450718,7.0,Everyone Is Entitled to My Opinion,David Brinkley,1996,Alfred A. Knopf,Humor
0679451862,8.0,Red Gold,Alan Furst,1999,Random House,Fiction
0679452281,8.333333333333334,Asylum,Patrick McGrath,1997,Random House Inc,Juvenile Fiction
0679452338,8.0,Wry Martinis,Christopher Buckley,1997,Random House Inc,Humor
0679452524,6.0,Some of Me,Isabella Rossellini,1997,Random House Inc,Fiction
0679452532,8.333333333333334,The Christmas Tree,Julie Salamon,1996,Random House,Christmas stories
0679452664,7.0,Airframe,MICHAEL CRICHTON,1996,Random House Audio,Fiction
0679452931,7.5,Little Green Men,Christopher Buckley,1999,Random House Inc,Juvenile Fiction
0679453075,10.0,"Two Guys Four Corners: Great Photographs, Great Times, and a Million Laughs",Don Imus,1997,Random House Inc,Travel
0679453091,7.0,"A User's Guide to the Brain: Perception, Attention and the Four Theaters of the Brain",John J. Ratey,2001,Pantheon Books,Psychology
0679454489,7.086956521739131,Merrick (Vampire Chronicles),Anne Rice,2000,Alfred A. Knopf,Fiction
0679454632,5.0,The Coming Conflict With China,Richard Bernstein,1997,Alfred A. Knopf,History
0679454756,8.0,Gut Symmetries,Jeanette Winterson,1997,Alfred A. Knopf,Fiction
067945540X,9.333333333333334,Lost World,Michael Crichton,1997,Alfred A. Knopf,Fiction
0679456309,8.0,Everyone Is Entitled to My Opinion,David Brinkley,1996,Random House Audio,Humor
0679456937,6.0,The Inn at Lake Devine: A Novel,Elinor Lipman,1998,Random House,Fiction
0679456945,7.25,The Ladies' Man,Elinor Lipman,1999,Random House Trade,Fiction
0679457224,7.857142857142857,Until the Real Thing Comes Along:,Elizabeth Berg,1999,Random House Inc,Fiction
0679457380,5.0,The Highwaymen: Warriors of the Information Superhighway,Ken Auletta,1997,Random House Inc,Biography & Autobiography
0679457550,6.833333333333333,The Short History of a Prince : A Novel,Jane Hamilton,1998,Random House Inc,Fiction
0679457976,8.0,Airframe,Michael Crichton,1996,Random House Audio,Fiction
0679458042,8.0,"Never Enough Words: How Americans Invented Expressions As Ingenious, Ornery, and Colorful As Themselves",Jeff McQuain,1999,Random House Inc,Language Arts & Disciplines
0679458182,10.0,Personal History,Katharine Graham,1997,Random House Audio Publishing Group,Biography & Autobiography
0679460330,7.0,Eaters of the Dead,Michael Crichton,1998,Random House Audio,Fiction
0679460624,9.0,Even the Stars Look Lonesome,Maya Angelou,1997,Random House Audio,Biography & Autobiography
0679463038,5.333333333333333,The Progress Paradox : How Life Gets Better While People Feel Worse,GREGG EASTERBROOK,2003,Random House,Self-Help
0679463135,7.25,The Pursuit of Alice Thrift,ELINOR LIPMAN,2003,Random House,Fiction
0679463143,9.0,You Get Past the Tears: A Memoir of Love and Survival,Patricia Broadbent,2002,Villard Books,Biography & Autobiography
0679463208,10.0,Dragon Bones: A Novel,Lisa See,2003,Random House,Fiction
0679463224,10.0,Tomorrow Now : Envisioning the Next Fifty Years,BRUCE STERLING,2002,Random House,Technology & Engineering
0679463305,7.0,The Parrot Who Owns Me: The Story of a Relationship,Joanna Burger,2001,Villard Books,Pets
0679640142,10.0,Up From Slavery,Booker T. Washington,1999,Modern Library,African Americans
0679640851,5.0,"Inventing Japan, 1853-1964 (Modern Library Chronicles)",IAN BURUMA,2003,Modern Library,History
0679640878,5.0,The Balkans : A Short History (Modern Library Chronicles),MARK MAZOWER,2000,Modern Library,History
0679640924,5.0,The Catholic Church : A Short History (Modern Library Chronicles),HANS KUNG,2001,Modern Library,Religion
0679640967,5.0,"Peoples and Empires: A Short History of European Migration, Exploration, and Conquest, from Greece to the Present (Modern Library Chronicles)",Anthony Pagden,2001,Modern Library,History
0679642188,10.0,The Southern Woman: New and Selected Fiction (Modern Library),Elizabeth Spencer,2001,Modern Library,Fiction
0679642811,5.0,The Crisis of Islam: Holy War and Unholy Terror,Bernard Lewis,2003,Modern Library,History
0679720340,7.0,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,1988,Pantheon Books,Social Science
0679721037,8.692307692307692,Hiroshima,John Hersey,1989,Vintage Books USA,History
0679722025,7.428571428571429,A Bend in the River,V.S. NAIPAUL,1989,Vintage,Fiction
0679722963,4.0,The Analects of Confucius,Confucius,1989,Vintage Books USA,Religion
0679722971,9.0,Zen in the Art of Archery,Eugen Herrigel,1989,Random House,Sports & Recreation
0679723005,8.166666666666666,The Book: On the Taboo Against Knowing Who You Are,Alan Watts,1989,Vintage Books USA,Philosophy
0679723013,5.0,The Way of Zen,Alan Watts,1989,Random House Inc,Philosophy
0679723072,9.0,The Peculiar Institution: Slavery in the Ante-Bellum South,Kenneth Milton Stampp,1989,Vintage Books USA,African Americans
0679723110,7.896551724137931,Grendel,John Champlin Gardner,1989,Vintage Books USA,Fiction
0679723129,10.0,Gideon's Trumpet,ANTHONY LEWIS,1989,Vintage,History
0679723137,8.4,Invisible Man,Ralph Ellison,1989,Random House~trade,Fiction
0679723153,10.0,American Political Tradition and the Men Who Made It,Richard Hofstadter,1989,Vintage Books USA,History
0679723935,10.0,The Uses of Enchantment: The Meaning and Importance of Fairy Tales,Bruno Bettelheim,1989,Vintage Books USA,Psychology
0679723951,8.333333333333334,"Memories, Dreams, Reflections",C. G. Jung,1989,Vintage Books USA,Biography & Autobiography
0679724370,5.0,The Passion,Jeanette Winterson,1990,Random House~trade,Performing Arts
0679724451,10.0,The Palm at the End of the Mind: Selected Poems and a Play,Wallace Stevens,1990,Vintage Books USA,Poetry
067972446X,9.0,The Harmless People,ELIZABETH MARSHALL THOMAS,1989,Vintage,Social Science
0679724516,6.857142857142857,The Second Sex,Simone De Beauvoir,1989,Vintage Books USA,Philosophy
0679724621,3.0,On the Genealogy of Morals/Ecce Homo,Friedrich Nietzsche,1989,Vintage Books USA,Philosophy
0679724834,8.0,Selected Poems,W. H. Auden,1989,Vintage Books USA,Country life
0679725105,5.0,Einstein for Beginners,Joseph Schwartz,1990,Pantheon Books,Biography & Autobiography
0679725423,9.0,Fear No Evil,Anatoly Shcharansky,1990,Random House Inc,Biography & Autobiography
0679726101,10.0,Citizens: A Chronicle of the French Revolution,Simon Schama,1990,Vintage Books USA,History
0679726365,5.0,What About Me?,Ed Koren,1989,Random House Inc,Family & Relationships
067972687X,3.0,The Golden Spur,Dawn Powell,1990,Vintage Books USA,Birthparents
0679727264,8.0,The Real Life of Sebastian Knight,Vladimir Vladimirovich Nabokov,1992,Vintage Books USA,Fiction
067972866X,7.5,Ellen Foster,Kaye Gibbons,1990,Random House~trade,Fiction
0679728813,10.0,We Are the Stories We Tell: The Best Short Stories by North American Women Since 1945,Wendy Martin,1990,Pantheon Books,Fiction
067972883X,7.714285714285714,The Optimist's Daughter,Eudora Welty,1990,Vintage Books USA,Fiction
0679730753,5.0,The New Gothic: A Collection of Contemporary Gothic Fiction,Bradford Morrow,1992,Vintage Books USA,Fiction
0679731148,8.0,A Year in Provence,Peter Mayle,1991,Vintage Books USA,Biography & Autobiography
0679731199,4.5,Iron John : A Book About Men,Robert Bly,1992,Vintage,Social Science
0679732365,5.0,Ravens in Winter,Bernd Heinrich,1991,Vintage Books USA,Nature
0679732381,6.0,Down These Mean Streets,Piri Thomas,1991,Random House,Fiction
0679732411,8.333333333333334,Gift from the Sea,Anne Morrow Lindbergh,1991,Pantheon Books,Biography & Autobiography
0679732764,8.23076923076923,Invisible Man,Ralph Ellison,1995,Vintage Books USA,Fiction
0679733825,8.0,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,1991,Vintage Books USA,Literary Collections
0679734058,6.285714285714286,Killing Mister Watson,Peter Matthiessen,1991,Vintage Books USA,Fiction
0679734120,8.2,Birdy,William Wharton,1992,Vintage Books USA,Fiction
0679735453,10.0,The Bad-For-You Cookbook,Chris Maynard,1992,Random House Inc,Cookbooks
0679735933,2.0,Children of Light,Robert Stone,1995,Vintage Books USA,Fiction
0679735976,7.0,Lie Down in Darkness,William Styron,1992,Vintage Books USA,Fiction
0679736093,7.0,Before She Met Me,Julian. Barnes,1992,Vintage Books USA,Fiction
0679736247,8.0,The Book of J,David Rosenberg,1991,Vintage Books USA,Religion
0679736263,8.0,Ragtime,E. L. Doctorow,1991,Vintage Books USA,Fiction
0679736417,9.0,Seven Gothic Tales,Isak Dinesen,1991,Vintage Books USA,Fiction
0679736638,7.0,The Confessions of Nat Turner,William Styron,1993,Vintage Books USA,Fiction
0679736859,7.0,Athena,JOHN BANVILLE,1996,Vintage,Fiction
0679736891,9.0,Cambridge,CARYL PHILLIPS,1993,Vintage,Fiction
067973726X,8.0,A Fortunate Man: The Story of a Country Doctor,John Berger,1997,Vintage Books USA,Social Science
0679737413,8.333333333333334,At Play in the Fields of the Lord,PETER MATTHIESSEN,1991,Vintage,Fiction
